interaction_id,user_id,product_id,action,timestamp,device,session_duration_sec
INT00085959,U03532,P095,click,2025-12-26 01:16:48.209340,Mobile,1763.0
INT00089174,U02927,P100,view,2025-12-28 22:52:47.209340,Mobile,543.0
INT00073081,U03342,P071,view,2025-12-14 13:33:10.209340,Tablet,164.0
INT00055863,U01647,P083,view,2025-11-28 22:30:34.209340,Tablet,423.0
INT00043105,U03233,P033,click,2025-11-17 12:50:28.209340,Desktop,1095.0
INT00085213,U02002,P048,click,2025-12-25 09:32:39.209340,,635.0
INT00012272,U04673,P016,view,2025-10-20 15:39:11.209340,Tablet,832.0
INT00003148,U00905,P004,click,2025-10-12 10:58:42.209340,Desktop,1497.0
INT00037312,U03488,P016,click,2025-11-12 07:43:23.209340,Mobile,1178.0
INT00068627,U01219,P091,view,2025-12-10 13:00:10.209340,Tablet,780.0
INT00088968,U02858,P051,view,2025-12-28 18:04:00.209340,Mobile,810.0
INT00051314,U03902,P085,view,2025-11-24 20:20:43.209340,Desktop,
INT00003460,U04752,P081,view,,Desktop,1340.0
INT00001396,U02443,P023,click,2025-10-10 21:51:25.209340,Mobile,439.0
INT00081025,U01546,P092,click,2025-12-21 15:37:21.209340,Tablet,1106.0
INT00012185,U02924,P028,view,2025-10-20 13:29:18.209340,Desktop,1361.0
INT00043872,U00685,P037,click,2025-11-18 04:44:31.209340,Mobile,1258.0
INT00041664,U01919,P009,view,2025-11-16 06:55:49.209340,,1661.0
INT00033074,U01655,P058,view,2025-11-08 12:14:24.209340,Desktop,Invalid_Data
INT00072452,U03631,P096,view,2025-12-13 23:03:19.209340,Mobile,1052.0
INT00062544,U00504,P019,add_to_cart,2025-12-05 00:35:33.209340,Mobile,1155.0
INT00073560,U01164,P028,click,2025-12-14 23:32:05.209340,,1736.0
INT00004110,U03206,P053,view,2025-10-13 07:58:37.209340,Mobile,1324.0
INT00019535,U03038,P050,add_to_cart,2025-10-27 05:59:53.209340,Mobile,1021.0
INT00015609,U00581,P039,purchase,2025-10-23 15:42:44.209340,Tablet,
INT00066192,U04727,P050,click,2025-12-08 07:57:09.209340,Mobile,276.0
INT00028195,U01074,P083,view,2025-11-04 02:23:51.209340,Desktop,1544.0
INT00082826,U04122,P056,add_to_cart,2025-12-23 05:23:37.209340,Tablet,305.0
INT00036409,U03824,P040,view,2025-11-11 11:45:09.209340,Tablet,797.0
INT00060052,U01830,P023,view,2025-12-02 20:04:13.209340,Mobile,1451.0
INT00064327,U03602,P038,view,2025-12-06 15:37:42.209340,Mobile,287.0
INT00036577,,P011,click,2025-11-11 15:53:11.209340,Desktop,700.0
INT00097002,U02756,P036,view,2026-01-04 23:59:32.209340,Tablet,961.0
INT00051686,U04515,P072,view,2025-11-25 04:15:10.209340,Tablet,158.0
INT00053788,U04215,P070,view,2025-11-27 01:22:44.209340,Desktop,248.0
INT00070830,U01205,P014,view,2025-12-12 12:38:28.209340,Tablet,891.0
INT00065087,U03221,P067,view,2025-12-07 08:06:58.209340,Tablet,800.0
INT00079948,U02633,P015,view,2025-12-20 16:54:31.209340,Tablet,1522.0
INT00029529,U03841,P008,view,2025-11-05 06:36:52.209340,Desktop,174.0
INT00031477,U01037,P029,view,2025-11-07 01:09:52.209340,Tablet,1433.0
INT00061988,U04166,P071,view,2025-12-04 12:52:44.209340,Desktop,301.0
INT00043210,U03452,P021,view,2025-11-17 14:56:43.209340,Mobile,1732.0
INT00096094,U02246,P079,view,2026-01-04 04:19:32.209340,,140.0
INT00066719,U02484,P025,click,2025-12-08 18:47:01.209340,Desktop,674.0
INT00014065,U01790,P021,view,2025-10-22 07:06:14.209340,Desktop,365.0
INT00035819,U01774,P091,,2025-11-10 23:50:59.209340,Tablet,1098.0
INT00073544,U04140,P015,click,2025-12-14 23:15:44.209340,Mobile,1428.0
,U03724,P021,view,2025-11-25 15:28:26.209340,Tablet,256.0
INT00063192,U00084,P045,click,2025-12-05 14:52:45.209340,Mobile,1433.0
INT00093360,U00053,P067,view,2026-01-01 16:40:40.209340,Mobile,240.0
INT00005356,U04371,P041,purchase,2025-10-14 11:13:06.209340,Tablet,1786.0
INT00041499,U03754,,view,2025-11-16 03:19:12.209340,Desktop,850.0
INT00054557,,P005,view,2025-11-27 18:08:55.209340,Mobile,
INT00076003,U03789,P093,click,2025-12-17 01:25:40.209340,Tablet,163.0
INT00040080,U04144,P058,view,2025-11-14 21:20:28.209340,Mobile,1770.0
INT00037279,U04405,P099,view,2025-11-12 07:06:20.209340,Desktop,1417.0
INT00023130,U02559,P018,view,2025-10-30 12:35:30.209340,Tablet,960.0
INT00008984,U04584,P065,click,2025-10-17 17:51:16.209340,Desktop,300.0
INT00028353,U01930,P072,purchase,2025-11-04 05:27:08.209340,Desktop,170.0
INT00017487,U03557,P086,add_to_cart,2025-10-25 09:03:05.209340,Desktop,1423.0
INT00002862,U03161,P031,click,2025-10-12 04:52:38.209340,Mobile,1139.0
INT00033107,U00712,P054,view,2025-11-08 12:52:26.209340,Mobile,1474.0
INT00020757,U03305,P013,view,2025-10-28 08:30:24.209340,Desktop,87.0
INT00003739,U02331,P091,click,2025-10-12 23:20:05.209340,Mobile,1579.0
INT00041329,U04154,P019,add_to_cart,2025-11-16 00:03:39.209340,Desktop,492.0
INT00039600,U00602,P062,view,2025-11-14 10:46:28.209340,Desktop,732.0
INT00042890,U03537,P043,click,2025-11-17 08:01:25.209340,Desktop,512.0
INT00054720,U01575,,view,2025-11-27 21:34:37.209340,Desktop,1108.0
INT00051670,U02027,P069,view,2025-11-25 04:01:00.209340,Tablet,240.0
INT00095740,U01630,P069,view,2026-01-03 20:44:34.209340,Mobile,833.0
INT00066594,U01101,P006,click,2025-12-08 16:07:58.209340,Tablet,302.0
INT00039880,U03025,P088,view,2025-11-14 16:45:40.209340,Desktop,172.0
INT00090679,U01760,P062,view,2025-12-30 07:15:53.209340,Tablet,1487.0
INT00047589,U04207,P034,view,2025-11-21 11:48:41.209340,Mobile,1788.0
INT00025875,U01594,P002,view,2025-11-02 00:25:27.209340,Tablet,1163.0
INT00063078,U03035,P020,click,2025-12-05 12:03:16.209340,Tablet,1273.0
INT00097236,U02682,P073,click,2026-01-05 05:20:11.209340,Tablet,593.0
INT00039812,U04239,P049,view,2025-11-14 15:28:36.209340,Desktop,831.0
INT00008267,U02933,P052,click,2025-10-17 02:45:55.209340,Mobile,1170.0
INT00077075,U00052,P016,click,2025-12-18 02:35:33.209340,,1253.0
INT00053312,U03830,P065,add_to_cart,2025-11-26 15:41:23.209340,Tablet,208.0
INT00030245,U02009,P059,purchase,2025-11-05 22:04:48.209340,Tablet,1166.0
INT00016677,U04439,P020,view,2025-10-24 15:44:06.209340,Tablet,1265.0
INT00042084,U02260,P067,purchase,2025-11-16 14:53:29.209340,Tablet,529.0
INT00095272,U02121,P007,view,2026-01-03 11:03:44.209340,Tablet,1652.0
INT00028497,U03135,P069,click,2025-11-04 08:32:36.209340,Desktop,592.0
INT00022291,U01424,P049,view,2025-10-29 18:23:10.209340,Desktop,353.0
INT00049838,U04608,P096,click,2025-11-23 12:01:17.209340,Tablet,819.0
,U04307,P094,view,2025-11-15 09:56:08.209340,Tablet,971.0
INT00083091,U02339,P021,view,2025-12-23 11:39:20.209340,Mobile,1705.0
INT00030971,U02603,P035,click,2025-11-06 14:13:22.209340,Tablet,1261.0
INT00091224,U00560,P011,,2025-12-30 19:03:58.209340,Mobile,1625.0
INT00015398,U04974,P003,click,2025-10-23 11:09:07.209340,Desktop,1055.0
INT00094995,U03518,P055,click,2026-01-03 04:35:09.209340,Mobile,151.0
INT00055146,U00720,,,2025-11-28 06:45:26.209340,Tablet,537.0
INT00040106,U00631,P051,view,2025-11-14 21:51:47.209340,Tablet,1026.0
INT00041154,U00349,P019,view,2025-11-15 20:16:03.209340,Mobile,301.0
INT00025804,U01158,P077,view,2025-11-01 22:55:37.209340,Tablet,425.0
INT00090320,U00429,P099,view,2025-12-29 23:41:19.209340,Mobile,41.0
INT00013612,U03055,P084,view,2025-10-21 21:29:35.209340,Desktop,839.0
INT00024518,U00599,P034,click,2025-10-31 17:34:04.209340,,1718.0
INT00085152,U04097,P086,view,2025-12-25 08:30:01.209340,Desktop,690.0
INT00027240,U04685,P006,view,2025-11-03 06:14:46.209340,Tablet,290.0
INT00017239,U00392,P097,view,2025-10-25 03:37:20.209340,Tablet,1349.0
INT00063795,U02645,P042,click,2025-12-06 03:51:49.209340,Mobile,1198.0
INT00048538,U00656,P048,purchase,2025-11-22 07:57:15.209340,Mobile,1089.0
INT00008143,U02075,P019,view,2025-10-16 23:56:47.209340,Desktop,1151.0
INT00061475,U01749,P017,view,2025-12-04 02:58:00.209340,Mobile,1215.0
INT00099676,U00019,P004,view,2026-01-07 09:22:32.209340,Tablet,1185.0
INT00081634,U00947,P037,view,2025-12-22 04:41:47.209340,Mobile,1587.0
INT00089926,U02440,P035,click,2025-12-29 14:54:19.209340,Desktop,732.0
INT00024742,U02703,P005,view,2025-10-31 22:40:08.209340,Tablet,268.0
INT00069030,U02004,P096,add_to_cart,2025-12-10 21:22:38.209340,Tablet,223.0
INT00040971,U02051,P099,view,2025-11-15 16:23:07.209340,Mobile,1780.0
INT00090968,U03734,P094,purchase,2025-12-30 13:13:15.209340,Desktop,488.0
INT00032717,U04878,P057,click,2025-11-08 04:02:21.209340,Tablet,1735.0
INT00049157,U01392,P039,view,2025-11-22 21:18:28.209340,Tablet,1407.0
INT00060780,U03584,P030,view,2025-12-03 11:47:26.209340,Mobile,666.0
INT00074748,U00904,P059,view,2025-12-15 23:29:31.209340,Tablet,71.0
INT00072513,U00949,P092,view,2025-12-14 00:47:12.209340,Mobile,1570.0
INT00080014,U00708,P085,,2025-12-20 18:12:05.209340,Tablet,1598.0
INT00006115,U00691,P083,view,2025-10-15 03:09:37.209340,Desktop,1798.0
INT00084978,U00396,P043,view,2025-12-25 04:31:30.209340,Tablet,439.0
INT00017789,U04941,P076,click,2025-10-25 15:48:16.209340,Tablet,81.0
INT00018015,U02439,P007,view,2025-10-25 20:29:21.209340,Desktop,1034.0
INT00003043,U00485,P062,view,2025-10-12 08:37:03.209340,Tablet,1073.0
INT00002887,U02440,P086,view,2025-10-12 05:31:27.209340,Mobile,731.0
INT00004687,U01894,P022,add_to_cart,2025-10-13 21:01:02.209340,Tablet,1389.0
INT00061113,U01271,P073,view,2025-12-03 19:09:44.209340,Tablet,937.0
INT00085828,U03175,P067,click,2025-12-25 22:26:14.209340,Mobile,688.0
INT00078797,U00377,P048,view,,Desktop,516.0
INT00037101,U00673,P084,view,2025-11-12 03:08:29.209340,Mobile,634.0
INT00006086,U03537,P074,click,2025-10-15 02:35:33.209340,Desktop,1698.0
INT00005033,U03139,P021,view,2025-10-14 04:19:38.209340,Tablet,1734.0
INT00002934,U04426,P054,view,,Desktop,1132.0
INT00088331,U03084,P057,view,2025-12-28 03:34:56.209340,Tablet,198.0
INT00003324,U03165,P004,click,2025-10-12 14:24:37.209340,Desktop,634.0
INT00097136,U04629,P085,add_to_cart,2026-01-05 03:26:59.209340,Mobile,1120.0
INT00083044,U01985,P057,click,2025-12-23 10:42:56.209340,Tablet,278.0
INT00096181,U03445,P028,view,2026-01-04 06:12:26.209340,Desktop,1595.0
INT00049828,,P065,view,2025-11-23 11:37:46.209340,Desktop,999.0
INT00099076,U03184,P087,click,2026-01-06 20:40:58.209340,Desktop,576.0
INT00099541,U04708,P015,view,2026-01-07 06:54:59.209340,Desktop,835.0
INT00087008,U03437,P033,view,2025-12-26 23:27:30.209340,Mobile,1277.0
INT00071298,U01189,P036,view,2025-12-12 22:11:42.209340,Desktop,343.0
INT00005318,U03653,P004,view,2025-10-14 10:30:53.209340,Mobile,197.0
INT00099547,U04447,,click,2026-01-07 07:02:37.209340,Desktop,20.0
INT00047359,U00207,P073,view,2025-11-21 06:56:51.209340,Desktop,261.0
INT00046801,U01821,P059,view,2025-11-20 19:17:37.209340,Mobile,1577.0
INT00024264,U00339,,,2025-10-31 11:52:58.209340,Tablet,113.0
INT00069060,U02006,P002,view,2025-12-10 22:01:07.209340,Tablet,514.0
INT00029168,U03434,P075,view,2025-11-04 23:10:37.209340,Tablet,764.0
INT00007560,U01784,P014,view,2025-10-16 11:05:30.209340,Tablet,1682.0
INT00087646,U00715,P016,click,2025-12-27 12:21:27.209340,Tablet,1146.0
INT00076417,U00497,P067,view,2025-12-17 11:46:35.209340,Desktop,1282.0
INT00031373,U01426,P076,view,2025-11-06 22:40:09.209340,Desktop,1637.0
INT00073095,U03148,P061,view,2025-12-14 13:52:35.209340,Desktop,775.0
INT00077419,U01099,P052,view,2025-12-18 10:06:24.209340,Mobile,859.0
INT00057281,U00163,P025,click,,Tablet,74.0
INT00000606,U01923,P031,view,2025-10-10 04:39:55.209340,Tablet,1128.0
INT00032656,U04115,,click,,Tablet,1204.0
INT00001775,U01840,P080,add_to_cart,2025-10-11 06:01:58.209340,Desktop,253.0
INT00008692,U00789,P089,view,2025-10-17 11:22:34.209340,Desktop,1403.0
INT00024166,U02633,P011,click,2025-10-31 09:51:10.209340,Tablet,1734.0
,U02917,P084,view,2025-12-13 00:24:01.209340,Desktop,707.0
INT00003197,U03976,P074,view,2025-10-12 12:03:50.209340,Tablet,1352.0
INT00019249,U00945,P004,click,2025-10-26 23:58:09.209340,Desktop,628.0
INT00027502,U02120,P074,view,2025-11-03 11:56:47.209340,Tablet,1099.0
INT00091784,U02765,P028,view,2025-12-31 06:46:16.209340,Mobile,1050.0
INT00057125,U02364,P065,view,2025-11-30 02:55:25.209340,Mobile,1483.0
INT00073715,U04165,P057,click,2025-12-15 02:46:41.209340,Tablet,505.0
INT00067859,U01404,P040,view,2025-12-09 20:44:58.209340,Mobile,90.0
INT00074337,U01046,P067,view,2025-12-15 14:55:51.209340,Tablet,659.0
INT00089130,U03652,P020,view,2025-12-28 21:46:41.209340,Mobile,1365.0
INT00071173,U01760,,add_to_cart,2025-12-12 19:22:22.209340,Tablet,1274.0
INT00084194,U02275,P092,view,2025-12-24 11:38:15.209340,Tablet,1486.0
INT00001462,U02563,P019,click,2025-10-10 23:19:17.209340,Tablet,848.0
INT00013985,U01406,P012,view,2025-10-22 05:20:42.209340,Mobile,1525.0
INT00051020,U03438,P047,click,2025-11-24 13:52:16.209340,Desktop,1627.0
INT00026506,U03662,P023,view,2025-11-02 14:06:58.209340,Tablet,804.0
INT00042086,U04019,P093,view,2025-11-16 14:54:41.209340,Mobile,1394.0
INT00030780,U01873,P072,view,2025-11-06 09:30:32.209340,Desktop,801.0
INT00045332,U00799,P023,view,2025-11-19 12:25:09.209340,Tablet,1585.0
INT00017398,U04756,P059,view,2025-10-25 07:03:52.209340,Desktop,249.0
INT00078444,U03931,P028,view,2025-12-19 08:17:11.209340,Mobile,961.0
INT00017470,U01763,P094,view,2025-10-25 08:40:06.209340,Desktop,1524.0
INT00004006,U02985,P087,view,2025-10-13 05:40:37.209340,Mobile,129.0
INT00073628,U01305,P064,view,2025-12-15 00:55:46.209340,Desktop,1469.0
INT00035656,U04940,P062,click,2025-11-10 19:59:33.209340,Mobile,1030.0
INT00088432,U04210,P011,view,2025-12-28 05:37:40.209340,Mobile,317.0
INT00024078,U00643,P075,click,2025-10-31 08:01:41.209340,Mobile,1506.0
INT00045209,U01055,P084,click,2025-11-19 09:48:57.209340,Desktop,97.0
INT00078273,U01187,P088,view,2025-12-19 04:27:44.209340,Desktop,141.0
INT00010586,U01690,P039,view,2025-10-19 04:13:30.209340,Desktop,529.0
INT00083588,U01602,P097,view,2025-12-23 22:00:20.209340,Desktop,894.0
INT00089623,U02069,P008,view,2025-12-29 08:41:37.209340,Tablet,242.0
INT00073232,U00013,P087,view,2025-12-14 16:29:24.209340,Tablet,909.0
INT00066519,U04456,P001,view,2025-12-08 14:32:48.209340,Mobile,22.0
INT00026612,U03556,P077,click,2025-11-02 16:29:28.209340,Mobile,1167.0
INT00054447,U02826,P073,add_to_cart,2025-11-27 15:15:45.209340,Mobile,1270.0
INT00002455,U02266,P068,view,2025-10-11 20:42:23.209340,Desktop,1480.0
INT00001724,U03260,P028,click,2025-10-11 04:53:50.209340,Desktop,Invalid_Data
INT00064899,U01479,P081,view,2025-12-07 04:04:34.209340,Tablet,1069.0
INT00006634,U00089,P040,add_to_cart,2025-10-15 14:53:47.209340,Tablet,1135.0
INT00061356,U00058,,click,2025-12-04 00:38:26.209340,Tablet,635.0
INT00076063,U01765,P052,view,2025-12-17 03:17:30.209340,Mobile,167.0
INT00005200,U02442,P094,click,2025-10-14 07:37:46.209340,Tablet,1404.0
INT00032477,U03140,P084,view,2025-11-07 22:28:24.209340,Tablet,1084.0
,U01199,P024,add_to_cart,2025-11-11 11:35:39.209340,Desktop,1351.0
INT00072600,U01327,P009,add_to_cart,2025-12-14 02:22:26.209340,Tablet,302.0
INT00064932,U00918,,click,2025-12-07 04:46:25.209340,Desktop,494.0
INT00022046,U00252,P044,view,2025-10-29 13:00:37.209340,Mobile,413.0
INT00019744,U03017,,view,,Tablet,1174.0
INT00052118,U03378,P063,view,2025-11-25 13:56:43.209340,Tablet,937.0
INT00061898,U02885,P067,click,2025-12-04 11:10:46.209340,Desktop,1562.0
INT00024552,U04311,P045,view,2025-10-31 18:12:43.209340,Mobile,53.0
INT00004592,U04728,P030,view,2025-10-13 18:56:51.209340,Desktop,1366.0
INT00094494,U02727,P010,view,2026-01-02 17:41:58.209340,Mobile,828.0
INT00066695,U00527,P074,click,2025-12-08 18:12:16.209340,Desktop,318.0
INT00049213,U01149,P028,view,2025-11-22 22:49:56.209340,Mobile,603.0
INT00052739,U04392,P042,view,2025-11-26 03:45:16.209340,Tablet,1398.0
INT00001113,U03298,P079,view,2025-10-10 15:34:16.209340,Desktop,1553.0
INT00013926,U01600,P084,view,2025-10-22 04:06:17.209340,Desktop,1710.0
INT00073272,U00677,P077,add_to_cart,2025-12-14 17:15:21.209340,Tablet,974.0
INT00094193,U04513,P050,add_to_cart,2026-01-02 11:08:30.209340,Tablet,237.0
INT00065945,U03607,P084,click,2025-12-08 02:05:51.209340,Tablet,758.0
INT00021864,U00817,P039,purchase,2025-10-29 09:13:34.209340,Tablet,337.0
INT00088181,U03107,P006,view,2025-12-28 00:05:36.209340,Mobile,1144.0
INT00054410,U00252,P075,view,2025-11-27 14:20:17.209340,Tablet,578.0
INT00042105,U04509,P086,click,2025-11-16 15:19:01.209340,Invalid_Data,548.0
INT00059191,U01339,P068,click,2025-12-02 00:56:19.209340,Tablet,654.0
,U01906,P061,,2025-11-11 08:46:45.209340,,1737.0
INT00080164,U00561,P062,view,2025-12-20 21:18:17.209340,Tablet,221.0
INT00095151,U01532,P013,click,2026-01-03 08:19:50.209340,Mobile,94.0
INT00070058,U04962,P031,click,2025-12-11 19:06:08.209340,Invalid_Data,1303.0
INT00016158,U01744,P074,click,2025-10-24 04:11:49.209340,Desktop,1154.0
INT00091485,U01922,P023,view,2025-12-31 00:26:29.209340,Mobile,915.0
INT00007094,U01474,P023,add_to_cart,2025-10-16 01:12:17.209340,Mobile,333.0
INT00010806,U00487,P082,view,2025-10-19 09:07:12.209340,Tablet,146.0
INT00029213,U02762,P083,view,2025-11-04 23:57:27.209340,Tablet,1510.0
INT00088813,U00541,P059,click,2025-12-28 14:44:31.209340,Tablet,1355.0
INT00012764,U03294,P087,view,2025-10-21 02:10:34.209340,Mobile,476.0
INT00079604,U03042,P043,click,2025-12-20 09:31:51.209340,Tablet,367.0
INT00021422,U03497,P013,view,2025-10-28 22:31:41.209340,Desktop,1613.0
INT00060757,U02613,P013,view,,Tablet,1058.0
INT00063968,U02847,P054,view,2025-12-06 07:33:35.209340,Tablet,29.0
INT00007512,U01952,P061,view,2025-10-16 09:57:17.209340,Desktop,359.0
INT00079321,U00985,P094,view,2025-12-20 03:09:17.209340,Tablet,1476.0
INT00087241,U03986,P018,click,2025-12-27 04:11:44.209340,Mobile,903.0
,U01852,P019,click,2025-12-08 22:58:25.209340,Tablet,374.0
INT00073691,U00181,P097,view,,Tablet,163.0
INT00095826,U01762,P011,view,2026-01-03 22:52:47.209340,Tablet,665.0
INT00096733,U02831,P050,click,2026-01-04 18:34:24.209340,Desktop,1282.0
INT00023134,U03794,,view,2025-10-30 12:44:03.209340,Desktop,1794.0
INT00029576,U04373,P075,view,2025-11-05 07:33:27.209340,Tablet,1472.0
INT00021402,U01461,P072,click,2025-10-28 22:00:18.209340,Mobile,118.0
INT00026185,U03393,P004,view,2025-11-02 07:22:00.209340,Tablet,1008.0
INT00045821,U03165,P023,view,2025-11-19 22:33:13.209340,Mobile,1096.0
INT00095106,U04415,P081,view,2026-01-03 07:25:05.209340,Mobile,446.0
INT00008918,U01388,P100,view,2025-10-17 16:24:40.209340,Mobile,32.0
INT00080578,U01616,,click,2025-12-21 06:07:59.209340,Mobile,365.0
INT00091025,U01439,P067,click,2025-12-30 14:23:55.209340,Desktop,1766.0
INT00064413,U03186,P039,view,2025-12-06 17:27:08.209340,Mobile,100.0
INT00003943,U02089,P068,view,2025-10-13 04:17:32.209340,Desktop,963.0
INT00006867,U04684,P043,view,2025-10-15 20:17:04.209340,Mobile,546.0
INT00039559,U04943,P047,add_to_cart,2025-11-14 09:58:25.209340,Mobile,855.0
INT00056591,U00479,P027,view,2025-11-29 14:56:26.209340,Tablet,295.0
INT00099199,U03196,P009,view,2026-01-06 23:45:02.209340,Tablet,346.0
INT00037219,U01180,P100,view,2025-11-12 05:37:00.209340,Mobile,259.0
INT00073008,U02404,P067,click,2025-12-14 11:43:38.209340,Desktop,1327.0
INT00082342,U04075,P081,click,2025-12-22 18:41:06.209340,Tablet,681.0
INT00052969,U01762,P014,add_to_cart,2025-11-26 08:19:48.209340,,165.0
INT00015293,U03157,P041,view,2025-10-23 09:25:41.209340,Tablet,343.0
INT00011412,U03725,,click,2025-10-19 21:28:50.209340,Mobile,1110.0
INT00030135,U03517,P088,view,2025-11-05 19:47:22.209340,Mobile,1617.0
INT00076382,U04219,P096,click,2025-12-17 10:59:35.209340,Mobile,1282.0
INT00097869,U02587,P094,purchase,2026-01-05 19:39:54.209340,Tablet,106.0
INT00047620,U03052,P058,view,2025-11-21 12:32:26.209340,Desktop,1479.0
INT00075250,U04539,P014,view,2025-12-16 09:04:45.209340,Mobile,1590.0
INT00088798,U00520,P033,click,2025-12-28 14:27:36.209340,Mobile,1064.0
INT00067620,U00133,P081,add_to_cart,2025-12-09 15:44:37.209340,Tablet,985.0
INT00010337,U04187,P042,view,2025-10-18 23:25:01.209340,Desktop,1505.0
INT00040456,U02103,P093,view,2025-11-15 05:26:40.209340,Desktop,
INT00047102,U00066,P091,click,2025-11-21 01:36:40.209340,Desktop,778.0
INT00024939,U02086,P001,purchase,2025-11-01 02:47:22.209340,Desktop,1657.0
INT00066395,U04726,P042,view,2025-12-08 11:59:15.209340,Mobile,169.0
INT00089918,U04797,P019,view,2025-12-29 14:43:17.209340,Tablet,1282.0
INT00045317,U01965,P008,view,2025-11-19 12:07:49.209340,Tablet,354.0
INT00069268,U02372,P078,add_to_cart,2025-12-11 01:52:53.209340,Tablet,1473.0
INT00052392,U02226,P006,view,2025-11-25 20:19:40.209340,Desktop,1488.0
INT00027874,U01892,P074,,2025-11-03 19:58:21.209340,Desktop,699.0
INT00033566,U03877,P059,view,2025-11-08 22:51:12.209340,Desktop,409.0
INT00009681,U00981,P075,view,2025-10-18 08:30:19.209340,Tablet,318.0
INT00091823,U02021,P030,click,2025-12-31 07:24:29.209340,Desktop,1495.0
INT00074101,U04525,P018,view,2025-12-15 10:13:56.209340,Desktop,827.0
INT00098130,U00372,P008,view,2026-01-06 01:14:10.209340,Tablet,1602.0
INT00089030,U02873,P016,click,2025-12-28 19:32:12.209340,,1305.0
INT00061938,U01790,P077,click,2025-12-04 11:58:54.209340,Tablet,95.0
INT00005179,U00511,P084,click,2025-10-14 07:14:41.209340,Desktop,414.0
INT00071151,U03531,,click,2025-12-12 18:52:51.209340,Mobile,254.0
INT00018710,U04432,P077,view,2025-10-26 12:10:50.209340,Tablet,304.0
INT00035316,U04006,P013,purchase,2025-11-10 12:19:17.209340,Desktop,1558.0
INT00092393,U01918,P078,add_to_cart,2025-12-31 20:20:06.209340,Mobile,678.0
INT00096412,U02184,P046,view,2026-01-04 11:05:40.209340,Desktop,88.0
INT00080958,U03496,P010,view,2025-12-21 14:24:46.209340,Mobile,1097.0
INT00076721,U02453,P044,view,2025-12-17 18:25:40.209340,Desktop,680.0
INT00008475,U02387,P038,view,2025-10-17 07:10:50.209340,Tablet,862.0
INT00008594,U01453,P071,click,2025-10-17 09:24:24.209340,Desktop,570.0
INT00057080,U01854,P081,add_to_cart,2025-11-30 01:47:37.209340,Tablet,401.0
INT00063317,U02588,P072,,2025-12-05 17:38:02.209340,Desktop,878.0
,U02698,P013,click,2026-01-07 12:22:31.209340,Desktop,729.0
INT00017845,U01048,P065,click,2025-10-25 16:51:36.209340,Desktop,511.0
INT00055584,U00035,P084,click,2025-11-28 16:10:45.209340,Desktop,785.0
INT00024551,U00583,P016,click,2025-10-31 18:12:20.209340,Mobile,1415.0
INT00014374,U03749,P032,add_to_cart,2025-10-22 13:49:09.209340,Desktop,45.0
INT00044506,U03893,P045,view,2025-11-18 19:07:33.209340,Desktop,1343.0
INT00059930,U02836,P064,view,2025-12-02 17:15:51.209340,Tablet,1361.0
INT00027883,U02790,P076,add_to_cart,2025-11-03 20:13:58.209340,Tablet,1609.0
INT00015590,U03889,P081,click,2025-10-23 15:19:08.209340,Tablet,1419.0
INT00045350,U04250,P033,view,2025-11-19 12:50:10.209340,Desktop,565.0
INT00082240,U04027,P024,add_to_cart,,Mobile,652.0
INT00090359,U00098,P050,view,2025-12-30 00:34:30.209340,Mobile,791.0
INT00085807,U04733,P077,purchase,2025-12-25 21:54:15.209340,Mobile,31.0
INT00095029,U02721,P079,purchase,2026-01-03 05:31:33.209340,Tablet,358.0
INT00096917,,P048,view,2026-01-04 21:57:49.209340,Tablet,1525.0
INT00045569,U01130,P068,add_to_cart,2025-11-19 17:32:02.209340,Mobile,143.0
INT00094476,U00561,P028,view,2026-01-02 17:14:33.209340,Tablet,828.0
INT00025162,U02764,P077,view,2025-11-01 07:50:10.209340,Desktop,524.0
INT00091600,U04808,P009,add_to_cart,2025-12-31 03:12:41.209340,Tablet,1445.0
INT00069256,U03583,P015,view,2025-12-11 01:37:05.209340,Mobile,255.0
INT00056840,U00508,P068,view,2025-11-29 20:26:44.209340,Mobile,167.0
INT00002222,U04410,P037,click,2025-10-11 15:43:33.209340,Mobile,483.0
INT00049659,U01303,P016,click,2025-11-23 08:39:30.209340,Desktop,542.0
INT00087916,U00942,P070,view,2025-12-27 18:02:06.209340,Tablet,40.0
INT00033341,U03948,P095,view,2025-11-08 18:11:56.209340,Desktop,1525.0
INT00076938,U02274,P079,view,2025-12-17 23:10:45.209340,Tablet,Invalid_Data
INT00041670,U04420,P042,click,2025-11-16 07:03:03.209340,Tablet,1797.0
INT00040696,U04886,P077,click,2025-11-15 10:15:18.209340,Desktop,952.0
INT00076873,U03224,P099,view,2025-12-17 21:45:37.209340,Desktop,1093.0
INT00071552,U02564,P073,view,2025-12-13 03:35:31.209340,Tablet,257.0
INT00015481,U04360,P099,view,2025-10-23 13:00:03.209340,Mobile,1027.0
INT00097892,U03430,P041,view,2026-01-05 20:04:02.209340,Mobile,573.0
INT00094048,U02799,P072,view,2026-01-02 07:54:27.209340,Mobile,1517.0
INT00028187,U03578,P033,view,2025-11-04 02:16:40.209340,Mobile,480.0
INT00013455,U04726,P081,click,2025-10-21 17:54:55.209340,Mobile,1180.0
INT00098784,U04395,P030,view,2026-01-06 15:00:44.209340,Tablet,125.0
INT00023403,U03863,P079,view,2025-10-30 18:00:16.209340,Desktop,1249.0
